"Accept online and POS payments via the CM.com platform.<br/> Choose your payment methods and accept payments on any channel or device.","Accepteer alle online betalingen via het CM.com platform. Kies je betaalmethoden en accepteer betalingen op elk kanaal en apparaat."
"-- Please select --","-- Selecteer --"
